САЛД,3,sald,"ООО «САЛД» это проектно - монтажная организация, которая предоставляет качественные услуги на рынке инженерных систем. Мы осуществляем индивидуальный подход к каждому клиенту. Многолетний опыт наших специалистов позволяет совмещать технические инновации и творческий подход для решения поставленных задач. В Крыму и за его пределами ООО «САЛД» зарекомендовали себя, как надёжная, профессиональная и ответственная организация. Что подтверждается многочисленными благодарственными письмами от заказчиков. 
С даты основания компании штат сотрудников увеличился в несколько раз, что говорит о благоприятном развитии фирмы.
Работа в нашей компании основана на высоком профессионализме специалистов, их желании развиваться и не бояться внедрять что- то новое. Всё это поддерживается руководством регулярными обучениями и участием в различных выставках инноваций. Однако, главной ценностью является благоприятный климат в коллективе, взаимовыручка и взаимопомощь. Все праздники по инициативе руководства мы отмечаем с семьями, так как мы не просто коллеги, а одна большая и дружная семья!"
МИР КИНО,3,mirkino,"Сеть кинотеатров расположенная на территории Республики Крым
- Преимущества нас как рекламодателя заключаются в предоставлении комфортных и интересных условий работы для каждого нашего сотрудника
- Только командная работа и взаимная помощь ждет каждого сотрудника решившего стать участником нашей кино-команды
- Работая в нашей команде, каждого ждет возможность карьерного роста и возможность постоянного совершенствования и обучения"
ВОЛНА МОБАЙЛ,3,volna,"Волна мобайл - крымский оператор мобильной связи, с 2016 года предоставляет услуги голосовой связи и мобильной передачи данных в стандартах 2G, 3G, 4G на всей территории Республики Крым и Севастополя. 
Наша Миссия: Мы работаем для того, чтобы дать людям возможность общаться, иметь прямой доступ к информации, проявлять свой творческий потенциал без ограничений. 
Для нас важно, чтобы каждый сотрудник Команды разделял наши ценности: Вовлеченность, Открытость, Любовь к клиенту, Надежность, Амбициозность.
Компания создает комфортные условия для эффективной работы. Каждый новый сотрудник проходит вводное обучение по программе адаптации - узнает об истории Компании, ее ценностях и культуре.
 С первого дня работы сотрудники получают корпоративную сим-карту с льготным тарифом, полис страхования жизни и здоровья и полис добровольного корпоративного медицинского страхования. Ежегодно по итогам года мы с гордостью награждаем лучших сотрудников, внесших значительный вклад в бизнес Компании.
Наша цель – стать лучшим мобильным оператором в Крыму. Мы постоянно движемся вперед, ориентируемся на стремительно развивающиеся технологии и предпочтения наших клиентов!"
SATOM,3,satom,"Satom.ru — это площадка для создания своего бизнеса в интернете с минимальными затратами. С другой стороны, Satom.ru - это каталог товаров и услуг России. Нашими услугами уже успешно пользуются тысячи компаний, которые разместили свои товары и услуги. На рынке с 2012 г. Компания работает в четырех странах: Украина, Россия, Белоруссия, Казахстан. Satom.ru входит в ТОП - 10 каталогов товаров и услуг России по данным liveinternet.ru. 
Наша миссия: Мы помогаем компаниям строить свой бизнес в интернете и делаем коммуникацию между покупателем и продавцом максимально простой и эффективной.
Наши ценности – это основные принципы, в соответствии с которыми строится наш бизнес, а именно: 
• Профессионализм
• Оперативность 
• Стабильность  
• Социальная ориентированность

Наши условия работы:
• Пятидневная рабочая неделя с гибким графиком.
• Возможность работать дома.
• Тренинги, доступ к корпоративной библиотеке.
• Обучение за счет компании.
• Перспектива карьерного роста.
• Официальное трудоустройство.
• Современный офис в центре Симферополя.
• Молодой и сплоченный коллектив.
 
Наши преимущества на рынке труда:
• IT-направление.
• Современные технологии и программы, используемые в работе.
• Гибкость в работе с каждым сотрудником."
К - КРЕДИТ,3,kkredit,"Мы молодая команда крымчан, которые стремятся дать людям  финансовую уверенность и надежность. Мы делаем жизнь людей лучше, помогая реализовывать их устремления и мечты. Наша цель - помогать жителям Крыма в максимально быстром и комфортном решении финансовых вопросов. К настоящему моменту Компания К-Кредит является динамично развивающимся финансовым учреждением, крымской микрофинансовой организацией, которая уже предоставляет услуги в сфере потребительского кредитования в Республике. Мы предлагаем конкурентные процентные ставки по сравнению с другими игроками рынка и предоставляем весь спектр услуг своим клиентам. Услугами потребительского кредитования уже сейчас можно воспользоваться в лидирующих крымских ритейлерских сетях."
Крымский Футбольный Союз,3,cfu,"КРЫМСКИЙ ФУТБОЛЬНЫЙ основан июле 2015 года и осуществляет свою деятельность, с учетом решения Исполкома UEFA.
В своей деятельности КФС основывается на положениях Устава организации, а также, на требованиях и нормах FIFA и UEFA.
Основными задачами КФС являются:
• развитие и популяризация футбола в Крыму во всех его разновидностях,
• развитие детско-юношеского и массового футбола;
• совершенствование системы соревнований на всех уровнях массового и профессионального футбола;
• подготовка высококвалифицированных специалистов необходимых крымскому футболу: тренеров, судей, менеджеров, иных специалистов.
В структуре КФС созданы и функционируют постоянные девять постоянных комитетов.
Количество сотрудников: 33 (тридцать три) человека.
В организации строго соблюдаются нормы Российского законодательства в области трудового права и социальных гарантий работникам.
Крымский футбольный союз занимает и будет занимать активную социальную позицию и будет прилагать максимум усилий по поддержке всех начинаний, которые направлены на развитие спорта и популяризацию здорового образа жизни в Республике Крым и Севастополе. "
КРЫМСКАЯ РОЗА,3,krymroza,"Комбинат «Крымская роза» производит косметику по традиционным технологиям с 1930 года. В основе продукции - выращенные и собранные в Крыму травы и злаковые, эфирные масла и артезианская вода глубокой очистки из собственных скважин. Компания переживает новый виток развития, поэтому у нас большие планы. Мы растем. И это значит, что мы в поиске близких по духу и ценностям людей, профессионалов, влюбленных в то, что они делают. Тех, кто открыт для всего нового, мечтает работать в компании единомышленников и чувствовать себя полезным и нужным."
Международная юридическая компания ЭКСПЕРТ,3,expert,"Международная юридическая компания «Эксперт» успешно работает на рынке консалтинговых услуг начиная с 2013 года. На сегодняшний день размер уставного капитала компании составляет 2 500 000 рублей. В штате компании трудится более 50 высококвалифицированных сотрудников. Свыше 500 клиентов (юридических и физических лиц) находятся на постоянном абонентском обслуживании.
Основные цели компании - помощь и защита интересов Клиентов, а также рост и развитие бизнеса Клиентов.
Ценности, которыми дорожит компания: результативность, преданность профессии, динамизм, прагматизм, креатив."
Корпорация развития Республики Крым,3,krrk,"Корпорация развития создана по инициативе Совета министров Республики Крым в 2015 году. Мы занимаемся формированием и подбором инвестиционных площадок, поиском инвесторов и продвижением инвестиционного потенциала республики, комплексным сопровождением инвесторов, оказанием консалтинговых услуг."
8D-ARCHITECTS,5,8d,"Мы - самая большая архитектурная мастерская в Крыму. Мы стремимся создавать качественную архитектурную среду в Крыму и распространять  энергетику этого места в проектах за его пределами.
Рабочий процесс организован так, чтобы наши сотрудники имели возможность самостоятельно выбирать интересные проекты в работу, прежде всего, для профессионального самовыражения.  Мы работаем на современных и социально-значимых проектах для Крыма, участвуем в международных проектах и конкурсах. Комфортный стильный офис в центре города, атмосфера творчества и гибкий график работы – мы создаем условия для поддержания высокой мотивации нашей команды и отличных результатов работы.
Мы открыты к сотрудничеству на постоянной основе с профессиональными специалистами – архитекторами. И также внимательно относимся к молодым специалистам – выпускникам ВУЗов без опыта работы, но уже вовлеченным в архитектурное дело. У нас стажируются студенты сильнейших архитектурных ВУЗов России по нашей собственной программе наставничества и оплатой труда.
Все наши лучшие проекты – внутри каждого сотрудника. Мы лишь помогаем им раскрыться.
Команда 8D – главный проект нашей мастерской, который мы развиваем и гордимся!"
Anna Green,5,annagreen,"Изделия под ТМ ANNA GREEN представляют из себя уникальный дизайнерский продукт, сочетающий в себе целый комплекс традиций и инноваций. 
НАТУРАЛЬНЫЕ МАТЕРИАЛЫ. Все, без исключения, изделия, (и лицевые части, и подкладки) выпускаются из 100% натуральной кожи или замши отечественного (российского) или белорусского производства. 
Мы сумели не просто набрать коллектив мы создали и обучили команду профессионалов где каждый понимает насколько он важен компании и за что он получает свои деньги. Мы создали команду в которой каждый не просто работает он создает красоту своими руками у нас практически нет границ для карьерного роста "
Системы безопасности ВЗОР,5,vzor,"Наша компания ведет свою деятельность от создания умных систем безопасности до установки  их клиенту. Как известно в Крыму компании испытывают большой дефицит в кадрах, который собственно говоря и заставил нас создать уникальную технологию по систематизации всех процессов. Благодаря нашим системам управления и контроля бизнес процессами, сотрудникам стала понятна их область компетенций на каждом этапе реализации поставленных задач. Мы смогли разложить процессы на этапы, что позволило снять нагрузку с сотрудников и уйти от проблемы когда сотрудник вынужден быть продажником, грузчиком, бухгалтером и монтажником в одном лице."
Студия ярких событий КРЫЛЬЯ,5,krylya,"Студия  «Крылья» создает удивительные и масштабные события для успешных компаний в Крыму. Каждый наш проект наполнен важными смыслами и яркими эмоциями, которые помогают формировать эффективные и сплоченные команды. 
Наша студия – семейный бизнес, поэтому здесь все чувствуют себя действительно большой и дружной семьей. Нас объединяют общие ценности и стремления, желание творить и развиваться, готовность делать невозможное возможным. Несмотря на микро-коллектив, мы серьезно относимся к управлению персоналом, поэтому у нас работают бизнес-процессы, существует корпоративная культура, система найма и адаптации новых сотрудников, активно применяются инструменты обратной связи и наставничества, каждый имеет возможность постоянно учиться и воплощать в жизнь смелые идеи. Каждый человек в нашей команде – искренний амбассадор бренда студии и человек, готовый на все ради общего результата. 
Это больше чем работа. Это образ жизни, воплощение самых смелых желаний и миссия менять Крым через глубокие и продуманные события. Одно из которых – предстоящий HR day Crimea."
Би Ту Би Арт,5,b2bart,"Цель компании «БиТуБи Арт» - совершенствоваться и совершенствовать. Мы улучшаем Все, начиная, в первую очередь, с себя. Мы используем методики найма и подбора 
а) по ценностям  б) Проводим собеседования и адаптацию так, что люди влюбляются в наш небольшой бизнес и начинают жить его жизнью в) Даём им возможности расти без ограничений.  г)  Наши стандарты разумно комфортны и разумно жестки, при этом направлены на успех. Одна из фишек: мы платим сотрудникам за чтение профессиональной литературы) "
